-,-,-
34, 39, 1016
-11, 14, 1057
51, 1, 1022
51, 1, 1022
28, 19, 1014
36, -15, 1064
48, -60, 1047
26, -72, 1049
26, -72, 1049
-21, -112, 1217
19, -54, 1376
97, 33, 1226
110, 90, 1038
110, 90, 1038
16, 72, 1060
-85, 54, 1197
-159, 3, 1220
-236, -62, 1077
-407, 0, 885
-407, 0, 885
-445, -10, 744
-544, -48, 808
-659, -123, 823
-803, -244, 842
-752, -123, 613
-624, 11, 476
-624, 11, 476
-628, -9, 401
-777, -97, 359
-881, -116, 281
-868, -97, 154
-877, -73, 93
-877, -73, 93
-855, -37, 79
-830, 8, -43
-896, -21, -109
-929, -21, -182
-919, -9, -247
-919, -9, -247
-921, -4, -280
-952, -6, -255
-958, -6, -263
-979, -2, -302
-1013, -23, -281
-,-,-
30, 30, 1016
30, 30, 1016
18, 33, 1020
10, 22, 1017
15, 36, 1018
15, 36, 1018
13, 16, 1018
14, 6, 1018
34, 22, 1016
34, 22, 1016
89, 2, 1053
73, 0, 1184
73, 0, 1184
-14, -35, 1486
50, 9, 1556
109, 87, 1169
81, 104, 766
81, 104, 766
-35, 77, 785
-192, 50, 1005
-304, 0, 1116
-304, 0, 1116
-344, -16, 949
-438, -45, 738
-620, -130, 806
-795, -171, 934
-726, -113, 871
-593, -9, 714
-575, 27, 608
-575, 27, 608
-694, -20, 686
-750, -17, 738
-726, -10, 757
-653, 17, 571
-718, -25, 416
-718, -25, 416
-822, -93, 345
-859, -88, 222
-867, -96, 129
-882, -100, 7
-868, -92, -116
-921, -117, -202
-929, -109, -252
-929, -109, -328
-905, -102, -328
-957, -121, -351
-970, -117, -297
-937, -64, -260
-,-,-
15, 21, 1019
10, 34, 998
15, 10, 1016
18, 12, 1018
18, 12, 1018
18, 19, 1018
15, 21, 1017
26, 30, 1018
26, 30, 1018
24, 30, 1025
64, 23, 1021
75, 23, 1072
75, 23, 1072
19, 10, 1229
24, 25, 1308
25, 38, 1203
25, 38, 1203
43, 58, 1091
0, 48, 962
0, 48, 962
-113, 5, 945
-234, -42, 1102
-295, -70, 1181
-302, -67, 1049
-366, -82, 945
-366, -82, 945
-462, -98, 957
-583, -114, 982
-566, -88, 842
-,-,-
26, 0, 1016
-14, 52, 1019
9, 25, 1022
12, 21, 1016
12, 21, 1016
21, 19, 1014
19, 18, 1020
40, 10, 1019
40, 10, 1019
31, 2, 1027
55, -18, 1091
31, 7, 1181
31, 7, 1181
42, 7, 1355
26, 16, 1286
26, 16, 1286
58, 51, 1156
7, 28, 1092
-58, 28, 1109
-58, 28, 1109
-147, -4, 1113
-235, -31, 999
-345, -33, 883
-512, -56, 797
-645, -93, 784
-831, -221, 905
-831, -221, 905
-734, -112, 747
-604, 22, 574
-600, 40, 512
-746, -50, 515
-819, -75, 445
-788, -45, 349
-827, -47, 350
-827, -47, 350
-864, -45, 293
-820, -24, 154
-882, -40, 69
-955, -56, 101
-937, -27, 24
-937, -27, 24
-926, -19, 9
-935, -7, -40
-960, -10, -54
-1004, -19, -70
-1007, -26, -82
-1007, -26, -61
-1016, -27, -61
-994, -15, -52
-986, -3, -57
-997, -6, -66
-1009, -14, -91
-991, -8, -118
-964, -29, -140
-,-,-
124, 76, 975
51, 49, 1042
26, 31, 1021
26, 31, 1021
-2, 5, 1020
7, -5, 1016
